location,statedescription,sectorid,sectordescription,fueltypeid,fueltypedescription,generation,generation-units,year,month
CO,Colorado,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,FOS,fossil fuels,2234.57757,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage,7.846,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric,204.54242,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,NG,natural gas,1493.33118,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,NGO,natural gas & other gases,1493.33118,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,OTH,other,-0.009,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,PET,petroleum,,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,REN,renewable,642.66642,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,SPV,solar photovoltaic,42.79423,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,SUB,subbituminous coal,742.3173,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,SUN,solar,42.79423,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic,42.79423,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,TSN,estimated total solar,42.79423,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,WND,wind,395.32976,thousand megawatthours,2026,1
CO,Colorado,1,Electric Utility,WNT,onshore wind turbine,395.32976,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,ALL,all fuels,659.46252,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,AOR,all renewables,122.90893,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,BIO,biomass,8.10211,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,BIS,bituminous coal and synthetic coal,143.96765,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,BIT,bituminous coal,143.96765,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,COL,"coal, excluding waste coal",143.96765,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,COW,all coal products,143.96765,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,FOS,fossil fuels,532.80196,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,HYC,conventional hydroelectric,,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,LFG,landfill gas,8.10211,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,MLG,municiapl landfill gas,8.10211,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,NG,natural gas,382.41627,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,NGO,natural gas & other gases,382.41627,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,OTH,other,0.0,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,PC,petroleum coke,0.0,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,PET,petroleum,,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,REN,renewable,126.66056,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,SPV,solar photovoltaic,36.07008,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,SUB,subbituminous coal,0.0,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,SUN,solar,36.07008,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,TPV,estimated total solar photovoltaic,36.07008,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,TSN,estimated total solar,36.07008,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,WAS,renewable waste products,8.10211,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,WND,wind,78.73674,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,WNT,onshore wind turbine,78.73674,thousand megawatthours,2026,1
IL,Illinois,1,Electric Utility,WOO,waste oil and other oils,0.034,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,ALL,all fuels,3075.49279,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,BIS,bituminous coal and synthetic coal,0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,BIT,bituminous coal,0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,COL,"coal, excluding waste coal",0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,COW,all coal products,0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,DFO,distillate fuel oil,109.89638,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,FOS,fossil fuels,1343.98324,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,HPS,hydro-electric pumped storage,-32.169,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,HYC,conventional hydroelectric,1763.67854,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,NG,natural gas,903.00041,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,NGO,natural gas & other gases,903.00041,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,OTH,other,0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,PEL,petroleum liquids,440.98284,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,PET,petroleum,440.98284,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,REN,renewable,1763.67854,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,RFO,residual fuel oil,271.41615,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,TPV,estimated total solar photovoltaic,0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,TSN,estimated total solar,0.0,thousand megawatthours,2026,1
NY,New York,1,Electric Utility,WOO,waste oil and other oils,,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,ALL,all fuels,7934.97741,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,AOR,all renewables,339.55616,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,BIO,biomass,45.657,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,COL,"coal, excluding waste coal",2233.70255,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,COW,all coal products,2233.70255,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,FOS,fossil fuels,7509.34357,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,HYC,conventional hydroelectric,86.18468,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,LIG,lignite coal,175.68976,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,NG,natural gas,5262.7101,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,NGO,natural gas & other gases,5262.7101,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,OB2,biomass,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,OBW,biomass,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,ORW,other renewables,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,OTH,other,-0.107,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,PET,petroleum,,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,RC,refined coal,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,REN,renewable,425.74084,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,SPV,solar photovoltaic,27.23028,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,SUB,subbituminous coal,2058.01279,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,SUN,solar,27.23028,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,TPV,estimated total solar photovoltaic,27.23028,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,TSN,estimated total solar,27.23028,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,WAS,renewable waste products,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,WND,wind,266.66889,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,WNT,onshore wind turbine,266.66889,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2026,1
TX,Texas,1,Electric Utility,WWW,wood and wood wastes,45.657,thousand megawatthours,2026,1
CA,California,1,Electric Utility,ALL,all fuels,5311.73119,thousand megawatthours,2025,12
CA,California,1,Electric Utility,AOR,all renewables,106.21161,thousand megawatthours,2025,12
CA,California,1,Electric Utility,BIO,biomass,4.38959,thousand megawatthours,2025,12
CA,California,1,Electric Utility,DFO,distillate fuel oil,2.38759,thousand megawatthours,2025,12
CA,California,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,12
CA,California,1,Electric Utility,FOS,fossil fuels,1927.60917,thousand megawatthours,2025,12
CA,California,1,Electric Utility,GEO,geothermal,55.975,thousand megawatthours,2025,12
CA,California,1,Electric Utility,HPS,hydro-electric pumped storage,2.252,thousand megawatthours,2025,12
CA,California,1,Electric Utility,HYC,conventional hydroelectric,1668.04541,thousand megawatthours,2025,12
CA,California,1,Electric Utility,LFG,landfill gas,,thousand megawatthours,2025,12
CA,California,1,Electric Utility,MLG,municiapl landfill gas,,thousand megawatthours,2025,12
CA,California,1,Electric Utility,NG,natural gas,1925.11457,thousand megawatthours,2025,12
CA,California,1,Electric Utility,NGO,natural gas & other gases,1925.11457,thousand megawatthours,2025,12
CA,California,1,Electric Utility,NUC,nuclear,1615.819,thousand megawatthours,2025,12
CA,California,1,Electric Utility,OB2,biomass,4.21622,thousand megawatthours,2025,12
CA,California,1,Electric Utility,OBW,biomass,4.21622,thousand megawatthours,2025,12
CA,California,1,Electric Utility,OOG,other gases,0.0,thousand megawatthours,2025,12
CA,California,1,Electric Utility,ORW,other renewables,4.21622,thousand megawatthours,2025,12
CA,California,1,Electric Utility,OTH,other,-8.206,thousand megawatthours,2025,12
CA,California,1,Electric Utility,PEL,petroleum liquids,2.49459,thousand megawatthours,2025,12
CA,California,1,Electric Utility,PET,petroleum,2.49459,thousand megawatthours,2025,12
CA,California,1,Electric Utility,REN,renewable,1774.25702,thousand megawatthours,2025,12
CA,California,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2025,12
CA,California,1,Electric Utility,SPV,solar photovoltaic,18.44733,thousand megawatthours,2025,12
CA,California,1,Electric Utility,SUN,solar,18.44733,thousand megawatthours,2025,12
CA,California,1,Electric Utility,TPV,estimated total solar photovoltaic,18.44733,thousand megawatthours,2025,12
CA,California,1,Electric Utility,TSN,estimated total solar,18.44733,thousand megawatthours,2025,12
CA,California,1,Electric Utility,WAS,renewable waste products,4.38959,thousand megawatthours,2025,12
CA,California,1,Electric Utility,WND,wind,27.39969,thousand megawatthours,2025,12
CA,California,1,Electric Utility,WNT,onshore wind turbine,27.39969,thousand megawatthours,2025,12
CA,California,1,Electric Utility,WOO,waste oil and other oils,0.107,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,ALL,all fuels,2800.72179,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,AOR,all renewables,382.7282,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,BIS,bituminous coal and synthetic coal,,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,BIT,bituminous coal,,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,COL,"coal, excluding waste coal",857.3008,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,COW,all coal products,857.3008,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,FOS,fossil fuels,2229.83644,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage,4.888,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric,183.28515,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,NG,natural gas,1369.45182,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,NGO,natural gas & other gases,1369.45182,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,OTH,other,-0.016,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,PET,petroleum,,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,REN,renewable,566.01335,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,SPV,solar photovoltaic,3.93071,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,SUB,subbituminous coal,665.77771,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,SUN,solar,3.93071,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic,3.93071,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,TSN,estimated total solar,3.93071,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,WND,wind,378.79749,thousand megawatthours,2025,12
CO,Colorado,1,Electric Utility,WNT,onshore wind turbine,378.79749,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,ALL,all fuels,604.14935,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,AOR,all renewables,103.89996,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,BIO,biomass,8.06279,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,BIS,bituminous coal and synthetic coal,172.73173,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,BIT,bituminous coal,172.73173,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,COL,"coal, excluding waste coal",172.73173,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,COW,all coal products,172.73173,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,FOS,fossil fuels,497.06333,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,HYC,conventional hydroelectric,,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,LFG,landfill gas,8.06279,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,MLG,municiapl landfill gas,8.06279,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,NG,natural gas,323.69027,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,NGO,natural gas & other gases,323.69027,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,OTH,other,0.0,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,PC,petroleum coke,0.0,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,PET,petroleum,,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,REN,renewable,107.08602,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,SPV,solar photovoltaic,21.15488,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,SUB,subbituminous coal,0.0,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,SUN,solar,21.15488,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,TPV,estimated total solar photovoltaic,21.15488,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,TSN,estimated total solar,21.15488,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,WAS,renewable waste products,8.06279,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,WND,wind,74.6823,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,WNT,onshore wind turbine,74.6823,thousand megawatthours,2025,12
IL,Illinois,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2025,12
NY,New York,1,Electric Utility,ALL,all fuels,2880.52113,thousand megawatthours,2025,12
NY,New York,1,Electric Utility,BIS,bituminous coal and synthetic coal,0.0,thousand megawatthours,2025,12
NY,New York,1,Electric Utility,BIT,bituminous coal,0.0,thousand megawatthours,2025,12
NY,New York,1,Electric Utility,COL,"coal, excluding waste coal",0.0,thousand megawatthours,2025,12
NY,New York,1,Electric Utility,COW,all coal products,0.0,thousand megawatthours,2025,12
