stateid,statedescription,sectorid,sectorname,price,sales,price-units,sales-units,year,month
CA,California,RES,residential,20.43,5558.15129,cents per kilowatt-hour,million kilowatt hours,2020,4
CO,Colorado,COM,commercial,10.05,1388.12566,cents per kilowatt-hour,million kilowatt hours,2020,4
CO,Colorado,IND,industrial,7.13,1199.77813,cents per kilowatt-hour,million kilowatt hours,2020,4
CO,Colorado,RES,residential,12.05,1376.62883,cents per kilowatt-hour,million kilowatt hours,2020,4
IL,Illinois,COM,commercial,9.45,3132.29405,cents per kilowatt-hour,million kilowatt hours,2020,4
IL,Illinois,IND,industrial,6.59,3012.87039,cents per kilowatt-hour,million kilowatt hours,2020,4
IL,Illinois,RES,residential,13.96,2896.5204,cents per kilowatt-hour,million kilowatt hours,2020,4
NY,New York,COM,commercial,13.25,5248.53643,cents per kilowatt-hour,million kilowatt hours,2020,4
NY,New York,IND,industrial,5.35,1354.25538,cents per kilowatt-hour,million kilowatt hours,2020,4
NY,New York,RES,residential,17.35,3559.95949,cents per kilowatt-hour,million kilowatt hours,2020,4
TX,Texas,COM,commercial,7.67,10597.32889,cents per kilowatt-hour,million kilowatt hours,2020,4
TX,Texas,IND,industrial,5.02,9781.19399,cents per kilowatt-hour,million kilowatt hours,2020,4
TX,Texas,RES,residential,12.04,9844.39843,cents per kilowatt-hour,million kilowatt hours,2020,4
CA,California,COM,commercial,15.08,9168.76188,cents per kilowatt-hour,million kilowatt hours,2020,3
CA,California,IND,industrial,12.18,3758.85527,cents per kilowatt-hour,million kilowatt hours,2020,3
CA,California,RES,residential,20.33,6346.74517,cents per kilowatt-hour,million kilowatt hours,2020,3
CO,Colorado,COM,commercial,9.67,1663.48054,cents per kilowatt-hour,million kilowatt hours,2020,3
CO,Colorado,IND,industrial,7.38,1280.90089,cents per kilowatt-hour,million kilowatt hours,2020,3
CO,Colorado,RES,residential,12.01,1476.91556,cents per kilowatt-hour,million kilowatt hours,2020,3
IL,Illinois,COM,commercial,9.17,3797.29401,cents per kilowatt-hour,million kilowatt hours,2020,3
IL,Illinois,IND,industrial,6.63,3346.56988,cents per kilowatt-hour,million kilowatt hours,2020,3
IL,Illinois,RES,residential,13.41,3225.43412,cents per kilowatt-hour,million kilowatt hours,2020,3
NY,New York,COM,commercial,13.34,5751.01966,cents per kilowatt-hour,million kilowatt hours,2020,3
NY,New York,IND,industrial,5.3,1381.69826,cents per kilowatt-hour,million kilowatt hours,2020,3
NY,New York,RES,residential,17.2,3799.343,cents per kilowatt-hour,million kilowatt hours,2020,3
TX,Texas,COM,commercial,7.71,11613.81952,cents per kilowatt-hour,million kilowatt hours,2020,3
TX,Texas,IND,industrial,5.2,10620.01666,cents per kilowatt-hour,million kilowatt hours,2020,3
TX,Texas,RES,residential,11.81,10123.26747,cents per kilowatt-hour,million kilowatt hours,2020,3
CA,California,COM,commercial,15.78,7694.22094,cents per kilowatt-hour,million kilowatt hours,2020,2
CA,California,IND,industrial,11.86,3508.31382,cents per kilowatt-hour,million kilowatt hours,2020,2
CA,California,RES,residential,21.67,5521.11322,cents per kilowatt-hour,million kilowatt hours,2020,2
CO,Colorado,COM,commercial,9.54,1631.24473,cents per kilowatt-hour,million kilowatt hours,2020,2
CO,Colorado,IND,industrial,7.13,1217.24011,cents per kilowatt-hour,million kilowatt hours,2020,2
CO,Colorado,RES,residential,11.87,1524.44872,cents per kilowatt-hour,million kilowatt hours,2020,2
IL,Illinois,COM,commercial,8.8,3908.5566,cents per kilowatt-hour,million kilowatt hours,2020,2
IL,Illinois,IND,industrial,6.55,3496.06536,cents per kilowatt-hour,million kilowatt hours,2020,2
IL,Illinois,RES,residential,13.01,3634.40919,cents per kilowatt-hour,million kilowatt hours,2020,2
NY,New York,COM,commercial,13.22,5905.28291,cents per kilowatt-hour,million kilowatt hours,2020,2
NY,New York,IND,industrial,5.37,1428.37605,cents per kilowatt-hour,million kilowatt hours,2020,2
NY,New York,RES,residential,17.46,3924.95335,cents per kilowatt-hour,million kilowatt hours,2020,2
TX,Texas,COM,commercial,7.73,10779.72449,cents per kilowatt-hour,million kilowatt hours,2020,2
TX,Texas,IND,industrial,5.26,10016.71135,cents per kilowatt-hour,million kilowatt hours,2020,2
TX,Texas,RES,residential,11.72,11022.8364,cents per kilowatt-hour,million kilowatt hours,2020,2
CA,California,COM,commercial,15.29,9098.34947,cents per kilowatt-hour,million kilowatt hours,2020,1
CA,California,IND,industrial,11.8,3527.73482,cents per kilowatt-hour,million kilowatt hours,2020,1
CA,California,RES,residential,19.91,7872.76848,cents per kilowatt-hour,million kilowatt hours,2020,1
CO,Colorado,COM,commercial,9.31,1718.43151,cents per kilowatt-hour,million kilowatt hours,2020,1
CO,Colorado,IND,industrial,7.08,1308.31939,cents per kilowatt-hour,million kilowatt hours,2020,1
CO,Colorado,RES,residential,11.73,1670.29792,cents per kilowatt-hour,million kilowatt hours,2020,1
IL,Illinois,COM,commercial,8.85,4111.46607,cents per kilowatt-hour,million kilowatt hours,2020,1
IL,Illinois,IND,industrial,6.71,3524.74912,cents per kilowatt-hour,million kilowatt hours,2020,1
IL,Illinois,RES,residential,12.84,3896.30391,cents per kilowatt-hour,million kilowatt hours,2020,1
NY,New York,COM,commercial,13.13,6231.32221,cents per kilowatt-hour,million kilowatt hours,2020,1
NY,New York,IND,industrial,5.44,1370.10047,cents per kilowatt-hour,million kilowatt hours,2020,1
NY,New York,RES,residential,17.58,4348.81708,cents per kilowatt-hour,million kilowatt hours,2020,1
TX,Texas,COM,commercial,7.43,11775.56983,cents per kilowatt-hour,million kilowatt hours,2020,1
TX,Texas,IND,industrial,5.05,9908.69206,cents per kilowatt-hour,million kilowatt hours,2020,1
TX,Texas,RES,residential,11.46,11461.89075,cents per kilowatt-hour,million kilowatt hours,2020,1
CA,California,COM,commercial,15.09,9871.27062,cents per kilowatt-hour,million kilowatt hours,2019,12
CA,California,IND,industrial,12.14,3668.05577,cents per kilowatt-hour,million kilowatt hours,2019,12
CA,California,RES,residential,19.15,7825.59316,cents per kilowatt-hour,million kilowatt hours,2019,12
CO,Colorado,COM,commercial,9.31,1757.7742,cents per kilowatt-hour,million kilowatt hours,2019,12
CO,Colorado,IND,industrial,6.9,1308.37188,cents per kilowatt-hour,million kilowatt hours,2019,12
CO,Colorado,RES,residential,11.52,1674.54574,cents per kilowatt-hour,million kilowatt hours,2019,12
IL,Illinois,COM,commercial,8.82,4100.59182,cents per kilowatt-hour,million kilowatt hours,2019,12
IL,Illinois,IND,industrial,6.24,3490.00465,cents per kilowatt-hour,million kilowatt hours,2019,12
IL,Illinois,RES,residential,12.79,3793.81074,cents per kilowatt-hour,million kilowatt hours,2019,12
NY,New York,COM,commercial,13.37,6194.65574,cents per kilowatt-hour,million kilowatt hours,2019,12
NY,New York,IND,industrial,5.44,1376.93952,cents per kilowatt-hour,million kilowatt hours,2019,12
NY,New York,RES,residential,17.33,4266.22906,cents per kilowatt-hour,million kilowatt hours,2019,12
TX,Texas,COM,commercial,7.98,10605.61439,cents per kilowatt-hour,million kilowatt hours,2019,12
TX,Texas,IND,industrial,5.02,10551.69477,cents per kilowatt-hour,million kilowatt hours,2019,12
TX,Texas,RES,residential,11.71,10976.83537,cents per kilowatt-hour,million kilowatt hours,2019,12
CA,California,COM,commercial,16.81,7757.37033,cents per kilowatt-hour,million kilowatt hours,2019,11
CA,California,IND,industrial,14.15,3594.30713,cents per kilowatt-hour,million kilowatt hours,2019,11
CA,California,RES,residential,20.11,5656.44417,cents per kilowatt-hour,million kilowatt hours,2019,11
CO,Colorado,COM,commercial,9.97,1665.98742,cents per kilowatt-hour,million kilowatt hours,2019,11
CO,Colorado,IND,industrial,7.03,1281.55199,cents per kilowatt-hour,million kilowatt hours,2019,11
CO,Colorado,RES,residential,11.72,1460.21952,cents per kilowatt-hour,million kilowatt hours,2019,11
IL,Illinois,COM,commercial,9.17,3851.0778,cents per kilowatt-hour,million kilowatt hours,2019,11
IL,Illinois,IND,industrial,6.34,3512.5419,cents per kilowatt-hour,million kilowatt hours,2019,11
IL,Illinois,RES,residential,13.51,3427.8125,cents per kilowatt-hour,million kilowatt hours,2019,11
NY,New York,COM,commercial,13.44,5744.01638,cents per kilowatt-hour,million kilowatt hours,2019,11
NY,New York,IND,industrial,5.46,1481.0326,cents per kilowatt-hour,million kilowatt hours,2019,11
NY,New York,RES,residential,18.01,3527.5436,cents per kilowatt-hour,million kilowatt hours,2019,11
TX,Texas,COM,commercial,8.14,10296.98351,cents per kilowatt-hour,million kilowatt hours,2019,11
TX,Texas,IND,industrial,5.58,10201.67207,cents per kilowatt-hour,million kilowatt hours,2019,11
TX,Texas,RES,residential,11.99,9793.11653,cents per kilowatt-hour,million kilowatt hours,2019,11
CA,California,COM,commercial,17.75,10482.74043,cents per kilowatt-hour,million kilowatt hours,2019,10
CA,California,IND,industrial,14.96,4372.56087,cents per kilowatt-hour,million kilowatt hours,2019,10
CA,California,RES,residential,14.9,7198.62903,cents per kilowatt-hour,million kilowatt hours,2019,10
CO,Colorado,COM,commercial,10.17,1811.6049,cents per kilowatt-hour,million kilowatt hours,2019,10
CO,Colorado,IND,industrial,7.22,1293.4792,cents per kilowatt-hour,million kilowatt hours,2019,10
CO,Colorado,RES,residential,11.91,1451.15571,cents per kilowatt-hour,million kilowatt hours,2019,10
IL,Illinois,COM,commercial,9.39,3948.40442,cents per kilowatt-hour,million kilowatt hours,2019,10
IL,Illinois,IND,industrial,6.9,3543.38576,cents per kilowatt-hour,million kilowatt hours,2019,10
IL,Illinois,RES,residential,13.86,3035.74963,cents per kilowatt-hour,million kilowatt hours,2019,10
NY,New York,COM,commercial,14.6,6002.5743,cents per kilowatt-hour,million kilowatt hours,2019,10
NY,New York,IND,industrial,5.6,1427.1789,cents per kilowatt-hour,million kilowatt hours,2019,10
NY,New York,RES,residential,18.58,3495.08254,cents per kilowatt-hour,million kilowatt hours,2019,10
TX,Texas,COM,commercial,8.06,13424.50145,cents per kilowatt-hour,million kilowatt hours,2019,10
TX,Texas,IND,industrial,5.55,11406.44353,cents per kilowatt-hour,million kilowatt hours,2019,10
TX,Texas,RES,residential,11.81,13807.1443,cents per kilowatt-hour,million kilowatt hours,2019,10
CA,California,COM,commercial,19.07,9900.28199,cents per kilowatt-hour,million kilowatt hours,2019,9
CA,California,IND,industrial,15.1,4553.85516,cents per kilowatt-hour,million kilowatt hours,2019,9
CA,California,RES,residential,20.65,8434.93971,cents per kilowatt-hour,million kilowatt hours,2019,9
CO,Colorado,COM,commercial,11.18,1759.76879,cents per kilowatt-hour,million kilowatt hours,2019,9
CO,Colorado,IND,industrial,7.65,1431.85255,cents per kilowatt-hour,million kilowatt hours,2019,9
CO,Colorado,RES,residential,12.8,1695.19277,cents per kilowatt-hour,million kilowatt hours,2019,9
IL,Illinois,COM,commercial,8.97,4193.39015,cents per kilowatt-hour,million kilowatt hours,2019,9
IL,Illinois,IND,industrial,6.13,3709.76242,cents per kilowatt-hour,million kilowatt hours,2019,9
IL,Illinois,RES,residential,12.69,3848.74055,cents per kilowatt-hour,million kilowatt hours,2019,9
NY,New York,COM,commercial,15.71,6651.88882,cents per kilowatt-hour,million kilowatt hours,2019,9
NY,New York,IND,industrial,5.77,1493.73292,cents per kilowatt-hour,million kilowatt hours,2019,9
NY,New York,RES,residential,18.72,4360.14147,cents per kilowatt-hour,million kilowatt hours,2019,9
TX,Texas,COM,commercial,8.42,13842.17233,cents per kilowatt-hour,million kilowatt hours,2019,9
TX,Texas,IND,industrial,5.8,11299.06429,cents per kilowatt-hour,million kilowatt hours,2019,9
TX,Texas,RES,residential,11.81,17124.24663,cents per kilowatt-hour,million kilowatt hours,2019,9
CA,California,COM,commercial,18.78,11070.51778,cents per kilowatt-hour,million kilowatt hours,2019,8
CA,California,IND,industrial,15.09,4840.83377,cents per kilowatt-hour,million kilowatt hours,2019,8
CA,California,RES,residential,19.78,10038.11304,cents per kilowatt-hour,million kilowatt hours,2019,8
CO,Colorado,COM,commercial,11.03,2026.6704,cents per kilowatt-hour,million kilowatt hours,2019,8
CO,Colorado,IND,industrial,7.66,1504.27758,cents per kilowatt-hour,million kilowatt hours,2019,8
CO,Colorado,RES,residential,12.56,2132.1589,cents per kilowatt-hour,million kilowatt hours,2019,8
IL,Illinois,COM,commercial,9.01,4586.37996,cents per kilowatt-hour,million kilowatt hours,2019,8
IL,Illinois,IND,industrial,6.36,3851.50219,cents per kilowatt-hour,million kilowatt hours,2019,8
IL,Illinois,RES,residential,12.71,4546.82515,cents per kilowatt-hour,million kilowatt hours,2019,8
NY,New York,COM,commercial,15.24,7273.39183,cents per kilowatt-hour,million kilowatt hours,2019,8
NY,New York,IND,industrial,5.77,1545.60765,cents per kilowatt-hour,million kilowatt hours,2019,8
NY,New York,RES,residential,18.38,5589.50099,cents per kilowatt-hour,million kilowatt hours,2019,8
TX,Texas,COM,commercial,8.33,14404.22397,cents per kilowatt-hour,million kilowatt hours,2019,8
TX,Texas,IND,industrial,7.26,12015.97275,cents per kilowatt-hour,million kilowatt hours,2019,8
TX,Texas,RES,residential,11.76,18477.63055,cents per kilowatt-hour,million kilowatt hours,2019,8
CA,California,COM,commercial,18.77,11051.29922,cents per kilowatt-hour,million kilowatt hours,2019,7
CA,California,IND,industrial,14.98,4769.52772,cents per kilowatt-hour,million kilowatt hours,2019,7
CA,California,RES,residential,19.88,8914.86871,cents per kilowatt-hour,million kilowatt hours,2019,7
CO,Colorado,COM,commercial,11.15,1967.80575,cents per kilowatt-hour,million kilowatt hours,2019,7
CO,Colorado,IND,industrial,7.7,1484.45227,cents per kilowatt-hour,million kilowatt hours,2019,7
CO,Colorado,RES,residential,12.58,2018.28452,cents per kilowatt-hour,million kilowatt hours,2019,7
IL,Illinois,COM,commercial,9.05,4757.17335,cents per kilowatt-hour,million kilowatt hours,2019,7
IL,Illinois,IND,industrial,6.4,3930.83391,cents per kilowatt-hour,million kilowatt hours,2019,7
IL,Illinois,RES,residential,12.14,5605.39414,cents per kilowatt-hour,million kilowatt hours,2019,7
NY,New York,COM,commercial,15.27,7155.92972,cents per kilowatt-hour,million kilowatt hours,2019,7
NY,New York,IND,industrial,5.72,1702.10999,cents per kilowatt-hour,million kilowatt hours,2019,7
NY,New York,RES,residential,18.64,5490.22837,cents per kilowatt-hour,million kilowatt hours,2019,7
TX,Texas,COM,commercial,7.82,13917.90903,cents per kilowatt-hour,million kilowatt hours,2019,7
TX,Texas,IND,industrial,5.26,12045.64975,cents per kilowatt-hour,million kilowatt hours,2019,7
TX,Texas,RES,residential,11.71,17095.74234,cents per kilowatt-hour,million kilowatt hours,2019,7
CA,California,COM,commercial,18.14,9051.59393,cents per kilowatt-hour,million kilowatt hours,2019,6
CA,California,IND,industrial,14.92,3830.78207,cents per kilowatt-hour,million kilowatt hours,2019,6
CA,California,RES,residential,20.77,6512.49559,cents per kilowatt-hour,million kilowatt hours,2019,6
CO,Colorado,COM,commercial,11.28,1735.80031,cents per kilowatt-hour,million kilowatt hours,2019,6
CO,Colorado,IND,industrial,7.84,1314.75425,cents per kilowatt-hour,million kilowatt hours,2019,6
CO,Colorado,RES,residential,12.7,1534.32675,cents per kilowatt-hour,million kilowatt hours,2019,6
IL,Illinois,COM,commercial,9.07,4016.97975,cents per kilowatt-hour,million kilowatt hours,2019,6
IL,Illinois,IND,industrial,6.23,3613.1791,cents per kilowatt-hour,million kilowatt hours,2019,6
IL,Illinois,RES,residential,13.42,3692.80555,cents per kilowatt-hour,million kilowatt hours,2019,6
NY,New York,COM,commercial,14.82,6142.61863,cents per kilowatt-hour,million kilowatt hours,2019,6
NY,New York,IND,industrial,5.36,1533.66568,cents per kilowatt-hour,million kilowatt hours,2019,6
NY,New York,RES,residential,18.53,3875.68239,cents per kilowatt-hour,million kilowatt hours,2019,6
TX,Texas,COM,commercial,7.88,12449.88557,cents per kilowatt-hour,million kilowatt hours,2019,6
TX,Texas,IND,industrial,5.01,11619.34138,cents per kilowatt-hour,million kilowatt hours,2019,6
TX,Texas,RES,residential,11.8,14262.68443,cents per kilowatt-hour,million kilowatt hours,2019,6
CA,California,COM,commercial,15.5,9437.23478,cents per kilowatt-hour,million kilowatt hours,2019,5
CA,California,IND,industrial,12.72,4143.88488,cents per kilowatt-hour,million kilowatt hours,2019,5
CA,California,RES,residential,18.82,6569.36609,cents per kilowatt-hour,million kilowatt hours,2019,5
CO,Colorado,COM,commercial,10.36,1699.96121,cents per kilowatt-hour,million kilowatt hours,2019,5
CO,Colorado,IND,industrial,7.33,1321.56291,cents per kilowatt-hour,million kilowatt hours,2019,5
CO,Colorado,RES,residential,11.92,1378.53273,cents per kilowatt-hour,million kilowatt hours,2019,5
IL,Illinois,COM,commercial,9.28,3845.31739,cents per kilowatt-hour,million kilowatt hours,2019,5
IL,Illinois,IND,industrial,6.34,3609.59135,cents per kilowatt-hour,million kilowatt hours,2019,5
IL,Illinois,RES,residential,14.32,2883.9801,cents per kilowatt-hour,million kilowatt hours,2019,5
NY,New York,COM,commercial,13.37,5741.73613,cents per kilowatt-hour,million kilowatt hours,2019,5
NY,New York,IND,industrial,5.78,1190.79564,cents per kilowatt-hour,million kilowatt hours,2019,5
NY,New York,RES,residential,17.35,3401.87134,cents per kilowatt-hour,million kilowatt hours,2019,5
TX,Texas,COM,commercial,7.85,11582.9142,cents per kilowatt-hour,million kilowatt hours,2019,5
TX,Texas,IND,industrial,5.14,11206.1964,cents per kilowatt-hour,million kilowatt hours,2019,5
TX,Texas,RES,residential,12.01,10893.88181,cents per kilowatt-hour,million kilowatt hours,2019,5
